title,original link,link,description,publication date,contents,label,base_url,source
강서구 오후 3시 투표율 38.9%…2021년 서울시장 보궐선거보다 낮아,https://view.asiae.co.kr/article/2023101115434091453,https://n.news.naver.com/mnews/article/277/0005324665?sid=100,서울 강서구청장 보궐선거 투표율이 11일 오후 3시 기준으로 38.9%로 집계됐다. 2021년 서울시장 보궐선거나 지난해 지방선거 당시에 비해 저조한 흐름을 보이고 있다. 중앙선거관리위원회는 이날 강서구청장 선거에... ,"Wed, 11 Oct 2023 15:43:00 +0900","
재보선 역대 최고 사전투표율 본투표는 상대적으로 저조서울 강서구청장 보궐선거 투표율이 11일 오후 3시 기준으로 38.9%로 집계됐다. 2021년 서울시장 보궐선거나 지난해 지방선거 당시에 비해 저조한 흐름을 보이고 있다.중앙선거관리위원회는 이날 강서구청장 선거에 유권자 50만603명 가운데 19만4949명이 투표했다고 밝혔다. 앞서 강서구청장 사전투표에는 22.64%(11만4511명)이 투표에 참여해 역대 재·보궐 사전투표 사상 최고 기록을 세우기도 했다. 높은 사전투표율에 비해 본투표율이 저조하면서 최종 투표율은 50%를 밑돌 것으로 관측된다.앞서 2021년 서울시장 재·보궐 선거 당시 강서구의 투표율은(오후 3시 기준) 43.5%였다. 지난해 지방선거 당시 이 지역 투표율은 43.0%(오후 3시)였다. 이번 강서구청장 선거는 기초단체장 1명을 뽑는 보궐선거지만, 내년 총선을 6개월 앞둔 상황에서 수도권 민심을 확인할 수 있다는 점에서 정치권의 관심을 모았다. 국민의힘과 더불어민주당은 동 단위로 국회의원을 배정, 유세에 나설 정도로 선거전에 당력을 집중했다.



서울 강서구청장 보궐선거날인 11일 서울 강서구 방화1동 제9투표소에서 유권자들이 투표하고 있다. 사진=김현민 기자 kimhyun81@보궐선거 후보는 ▲진교훈 더불어민주당 후보 ▲김태우 국민의힘 후보 ▲권수정 정의당 후보 ▲권혜인 진보당 후보 ▲김유리 녹색당 후보 ▲고영일 자유통일당 후보(기호순)가 출마했다. 평일 치러지는 보궐선거인 탓에 투표는 이날 오후 8시까지 진행된다.이번 선거 결과에 따라 여야 지도부의 희비가 엇갈릴 전망이다. 내년 총선이 채 6개월도 남겨두지 않은 시점에서 수도권 표심이 확인되기 때문이다. 국민의힘이 어렵사리 승리하는 신승(辛勝)부터 민주당이 두 자릿수로 앞서는 상황 등을 시나리오로 등장했다.. 선거 결과가 어느 쪽이든 정치권의 후폭풍은 불가피하다. 김태우 후보가 패배할 경우 국민의힘에서는 보궐선거의 원인을 제공하고도 후보를 공천한 점과 김태우 후보를 경선에 참여시켜 결국 최종 후보로 낙점한 점 등에 대한 책임론 등이 거론될 수 있다. 반대로 진교훈 후보가 패할 경우에도 민주당 역시 큰 충격에 휩싸일 가능성이 크다. 강서구는 지난 지방선거에서 민주당이 패했지만, 현역 국회의원 3명이 모두 민주당일 정도로 이 지역은 강세 지역이기 때문이다. 
",1,n.news.naver.com,naver
서울 강서구청장 보궐 투표율 48.7%…지방선거보다 3%P↓,https://news.jtbc.co.kr/article/article.aspx?news_id=NB12147663,https://n.news.naver.com/mnews/article/437/0000362789?sid=100,서울 강서구청장 보궐선거 투표율이 48.7%로 잠정 집계됐습니다. 오늘(11일) 중앙선거관리위원회에 따르면 강서구청장 보궐선거에 투표한 사람은 24만3665명입니다. 총 선거인수는 50만603명입니다. 투표율은 지난 6... ,"Wed, 11 Oct 2023 20:58:00 +0900","
   



강서구청장 보궐선거날인 11일 오전 서울 강서구 양천초등학교에 마련된 가양1동 제1투표소에서 유권자들이 투표를 하고 있다. 〈사진=연합뉴스〉   서울 강서구청장 보궐선거 투표율이 48.7%로 잠정 집계됐습니다.   오늘(11일) 중앙선거관리위원회에 따르면 강서구청장 보궐선거에 투표한 사람은 24만3665명입니다. 총 선거인수는 50만603명입니다.   투표율은 지난 6~7일 진행된 사전투표와 거소투표의 투표율을 합산한 수치입니다.   이날 오전 6시부터 오후 8시까지 진행된 본투표까지 반영했을 때 최종 투표율은 48.7%로 잠정 집계됐습니다. 지난해 지방선거 당시 강서구 투표율인 51.7%보다 3%p 낮은 수치입니다. 
",1,n.news.naver.com,naver
강서구청장 보궐선거 민주 진교훈 당선…국힘 김태우에 압승,https://www.hankyung.com/article/2023101120931,https://n.news.naver.com/mnews/article/015/0004901224?sid=100,‘총선 전초전’으로 관심을 모은 서울 강서구청장 보궐선거에서 진교훈 더불어민주당 후보가 당선됐다. 진... 11일 중앙선거관리위원회에 따르면 진 후보는 56.52%의 득표율을 기록하면서 김 후보(39.37%)를 17.15%포인트... ,"Thu, 12 Oct 2023 00:16:00 +0900","
강서구청장 보궐선거 후폭풍""득표차 이렇게 벌어질 줄이야…""김기현 등 총력 유세도 안 통해국힘, 11월 조기 선대위 꾸려수도권 총선 전략 새 판 짤 듯텃밭 탈환 野, 이재명 체제 강화



진교훈 더불어민주당 후보(가운데)가 11일 정청래(왼쪽)·서영교(오른쪽) 최고위원과 함께 강서구청장 보궐선거 개표 결과를 지켜보며 환호하고 있다.  뉴스1‘총선 전초전’으로 관심을 모은 서울 강서구청장 보궐선거에서 진교훈 더불어민주당 후보가 당선됐다. 진 후보는 김태우 국민의힘 후보에게 두 자릿수 포인트 격차로 앞서 여당이 참패한 것으로 평가된다. 내년 총선을 6개월가량 앞두고 국민의힘뿐 아니라 윤석열 정부도 큰 부담을 안게 됐다. 11일 중앙선거관리위원회에 따르면 진 후보는 56.52%의 득표율을 기록하면서 김 후보(39.37%)를 17.15%포인트 차이로 누르고 압승했다. 개표 초반부터 진 후보가 '더블 스코어'로 앞서면서 승리를 일찌감치 굳혔다. 이날 최종 투표율은 48.7%를 기록했다.강서구는 전통적으로 민주당 강세 지역이지만 20%포인트 가깝게 지면서 여당 지도부는 ‘책임론’을 피할 수 없게 됐다. 지난해 대선 이후 치러진 6월 지방선거에서 국민의힘이 민주당을 누르고 강서구청장을 차지했지만, 1년4개월 만에 큰 표 차로 자리를 내줬기 때문이다.김 후보 귀책으로 치러진 보궐선거에서 재차 김 후보 공천을 결정한 여당 지도부에 대한 책임 공방이 거세질 전망이다. 소속 의원 전원이 나서 총력전을 펼쳤는데도 참패하면서 당 쇄신론과 비상대책위원회 체제 전환, 조기 선거대책위원회 구성 등이 거론될 가능성이 있다. 내년 총선을 앞두고 여권의 ‘수도권 위기론’도 다시 불붙을 것으로 보인다.총선 전초전서 17%p 차로 참패…與, 쇄신 불가피서울 강서구청장 보궐선거에서 더불어민주당에 두 자릿수 포인트 격차로 참패하면서 국민의힘은 충격에 휩싸였다. 어느 정도 패배를 예상하긴 했지만 표차가 생각보다 훨씬 컸기 때문이다. 일각에선 지도부가 총사퇴하고 비상대책위원회를 꾸려야 한다는 얘기까지 나온다. 민주당은 이재명 대표가 지난달 구속 위기를 피한 데 이어 총선 전초전으로 평가받던 강서구청장 보궐선거까지 압승하면서 이 대표 지도 체제가 더 공고해질 전망이다. 다만 비명계에선 이번 압승이 오히려 내년 총선에는 독이 될 것이란 우려도 나온다. ○당혹스러운 국힘 지도부강서구는 전통적으로 민주당의 텃밭으로 분류돼 왔다. 세 개의 지역구 국회의원이 모두 민주당 소속인 데다 구청장 역시 김태우 국민의힘 후보 이전까지 12년간 민주당이 차지했다. 하지만 지난해 3월 대선에서는 윤석열 대통령이 이 지역에서 46.9%를 득표해 이 대표(49.1%)와의 격차가 2.2%포인트에 불과했다. 곧이어 치러진 지난해 6월 지방선거에서는 김 후보가 민주당을 누르고 강서구청장에 당선되기도 했다. 국민의힘이 불리한 정치 지형에도 희망을 놓지 않은 배경이다.하지만 불과 1년4개월 만에 치러진 보궐선거에서 참패하면서 여권은 당혹감에 휩싸였다. 국민의힘 관계자는 “내부적으로 5%포인트 이하로 지면 ‘선전했다’는 평가가 가능하다는 분위기였다”며 “하지만 득표율 차이가 두 자릿수로 벌어지면서 참패를 부정하기 어려워졌다”고 말했다.국민의힘은 총선 전초전이라는 이번 선거의 특성 때문에 김기현 대표를 비롯한 당 지도부가 총출동해 유세에 나섰다. 안철수 의원, 나경원 전 의원 등 인지도 있는 인사도 총동원됐다. 하지만 지난해 6월 구청장에 당선됐다가 대법원의 공무상 비밀누설 혐의 유죄판결로 물러난 뒤 사면 복권을 통해 보궐선거에 다시 나선 김 후보에 대한 책임론을 뒤집지 못했다.이 대표 구속영장 기각 등으로 민주당 지지층이 결집한 가운데 김행 여성가족부 장관 후보자 논란에 중도층이 등을 돌린 것으로 분석된다. 선거 기간 강서구 유세에 동참했던 한 초선 의원은 “좀처럼 반등하지 못하고 있는 경제 상황에 대한 유권자들의 불만도 적지 않았다”고 분위기를 전했다. ○대대적 쇄신 불가피보궐선거 참패에 따라 여권에는 후폭풍이 불가피할 전망이다. 통상적으로 선거 패배에 따른 책임은 당 지도부가 지기 마련이지만, 이번에는 대통령실에 대한 당내 불만도 높아지는 분위기다. 당초 국민의힘 지도부는 ‘당의 귀책 사유로 보궐선거가 열리면 공천하지 않는다’는 당규에 따라 이번 보궐선거에 후보를 내지 않으려는 기류가 강했다. 하지만 대통령실이 지난 5월 김 후보를 사면 복권하면서 사실상 공천을 압박했다는 해석이 나오기 때문이다. 이에 따라 당 지도부 퇴진 등 극단적인 리더십 변화는 없을 전망이다.다만 여권은 내년 총선에 대한 악영향을 차단하기 위해 부심하고 있다. 한 수도권 중진 의원은 “강서구에서 저만큼 표 차이가 크게 났는데 누가 수도권에서 국민의힘 간판을 달고 뛰려고 하겠나”며 “총선 전략 자체를 새로 짜야 할 상황”이라고 말했다.이 때문에 11월 조기 총선 선거대책위 구성 가능성이 대두되고 있다. 총선 전략과 공천권을 가진 선대위를 조기에 출범시켜 총선 출마자의 인적 쇄신을 도모하겠다는 것이다. 선대위가 구성되면 당 지도부의 힘이 빠지는 만큼 김 대표에게 일정 정도 책임을 물을 수 있다는 의미도 있다.민주당은 이번 승리로 친명계의 당권 장악력이 더욱 강해질 전망이다. 이를 바탕으로 비명계 공천 배제 등이 이뤄질 것이란 전망이 나온다. 비명계인 이원욱 의원은 “이번 선거에서 승리하면 페닌실린 주사를 맞은 격이 돼 오히려 당이 변화를 선택하지 않고 현재 체제에 안주할 가능성이 있다”며 “오히려 총선에 악재가 될 가능성이 아주 높아 보인다”고 우려했다.
",1,n.news.naver.com,naver
"선관위, '투개표 해킹가능' 발표에 &quot;내부자 가담없인 부정선거 불가&quot;",https://www.yna.co.kr/view/AKR20231010080200001?input=1195m,https://n.news.naver.com/mnews/article/001/0014251723?sid=100,사전투표용지 무단인쇄·사전투표 조작가능성엔 &quot;내부자 조력없이는 성공 어려워&quot; &quot;실물 투표·공개 수작업 개표 진행돼 안전성·검증가능성 보장&quot; &quot;기술적 해킹 가능성으로 선거조작 가능성 언급하면 선거 불복 조장할 수... ,"Tue, 10 Oct 2023 12:00:00 +0900","
사전투표용지 무단인쇄·사전투표 조작가능성엔 ""내부자 조력없이는 성공 어려워""""실물 투표·공개 수작업 개표 진행돼 안전성·검증가능성 보장""""기술적 해킹 가능성으로 선거조작 가능성 언급하면 선거 불복 조장할 수 있어""



선관위[연합뉴스 자료사진](서울=연합뉴스) 차지연 기자 = 중앙선거관리위원회는 10일 국가정보원이 '선관위 투·개표 시스템 모두 해킹이 가능하다'고 발표한 데 대해 ""다수의 내부 조력자가 조직적으로 가담하지 않고서는 사실상 불가능한 시나리오""라고 반박했다.    선관위는 국정원·한국인터넷진흥원(KISA)·선관위가 합동으로 진행한 이번 보안 컨설팅에 대해 입장문을 내고 ""부정선거 방지를 위한 법적·제도적 통제 장치 등을 배제한 상태에서 선관위가 운영 중인 시스템·장비를 대상으로 순수하게 기술적인 내용에 한정해서 실시했다""며 이같이 밝혔다.    이어 ""컨설팅 결과는 법적·제도적 장치 등을 종합적으로 고려해 해석해야 한다""며 ""선거 시스템에 대한 기술적 해킹 가능성이 곧바로 실제 부정선거 가능성으로 이어지는 건 아니다""라고 강조했다.    선관위는 ""기술적 가능성이 실제 부정선거로 이어지려면 다수의 내부 조력자가 조직적으로 가담해 시스템 관련 정보를 해커에게 제공하고, 위원회 보안 관제시스템을 불능 상태로 만들어야 하며, 수많은 사람의 눈을 피해 조작한 값에 맞춰 실물 투표지를 바꿔치기해야 하므로 사실상 불가능한 시나리오""라고 지적했다.    선관위는 ""우리나라 투·개표는 '실물 투표'와 '공개 수작업 개표' 방식으로 진행되며 정보 시스템과 기계 장치 등은 이를 보조하는 수단에 불과하다""고 밝혔다.    또 ""투·개표 과정에 수많은 사무원, 관계 공무원, 참관인, 선거인 등이 참여하고 있고 실물 투표지를 통해 언제든지 개표 결과를 검증할 수 있다""고 강조했다.    이를 바탕으로 선관위는 ""선거관리 과정에 안전성 및 검증가능성을 보장할 수 있는 다양한 제도적 장치들이 마련돼있어 선거 결과 조작은 사실상 불가능하다""고 재차 언급했다.    국정원이 제기한 사전투표용지 무단 인쇄와 사전투표 현황 조작 가능성에 대해선 ""통합선거인명부 데이터베이스(DB)에 접근해 데이터를 위·변조하려면 사전에 서버 및 DB 접속 정보 등을 확보하고 보안관제 시스템을 불능상태로 만들어야 하므로 사실상 내부자 조력 없이 성공하기 어렵다""고 밝혔다.    이어 ""실제 투표용지와 동일한 투표용지를 발급하려면 위원회 청인, 투표관리관 사인 외에도 투표용지 발급기 및 전용 드라이버, 프로그램을 모두 취득해야 하므로 현실적으로 불가능하다""고 덧붙였다.    선관위는 ""단순히 기술적인 해킹 가능성만 부각해 선거 결과 조작 가능성을 언급하는 것은 선거 불복을 조장해 사회통합을 저해하고, 선거 시스템의 신뢰성을 떨어뜨려 국민 불안과 사회 혼란을 야기할 수 있으며, 나아가 선출된 권력의 민주적 정당성까지 훼손할 위험성이 있다""고 지적했다.    선관위는 ""이번 컨설팅에서 북한 해킹으로 인한 선거 시스템 침해 흔적은 발견되지 않았다""며 ""다만 2021년 4월경 직원 1명의 외부 인터넷용 PC가 악성코드에 감염된 사실이 있으나 내부 업무망이나 선거 시스템 침해 흔적은 발견되지 않았다""고 밝혔다.    향후 보안 강화 방안에 대해서는 ""현재 진행 중인 서울 강서구청장 보궐선거가 안정적으로 실시될 수 있도록 보안 패치, 취약 패스워드 변경, 통합선거인명부 DB 서버 접근 통제 강화 및 DB 위·변조 여부 탐지 등 보완이 시급한 사항에 대한 조치를 완료했다""고 설명했다.    또 ""내년 국회의원선거에 국민들이 안심하고 투표할 수 있도록 시스템 접근 제어 및 통제를 더욱 강화하고 보안 장비를 추가하는 한편, '보안 컨설팅 결과 이행 추진 태스크포스(TF)팀'을 구성해 개선사항 후속 조치 이행 상황 등을 확인·점검할 예정""이라고 강조했다.    charge@yna.co.kr
",1,n.news.naver.com,naver
선관위 선거 시스템 ‘해킹 무방비’ 드러나,https://www.busan.com/view/busan/view.php?code=2023101018465543319,https://n.news.naver.com/mnews/article/082/0001236116?sid=100,국내 선거 관리 업무를 총괄하는 중앙선거관리위원회가 해킹에 무방비로 노출된 것으로 확인됐다. 북한 등이 통상적인 해킹 수법을 통해 국내 선거관리위원회 내부망에 접근할 수 있으며 사전투표와 개표 결과를 포함한... ,"Tue, 10 Oct 2023 18:50:00 +0900","
국정원, 합동 점검 결과 발표“개표 결과 값 임의 변경 가능” 도장 도용·투표지 무단 인쇄도



백종욱 국가정보원 3차장이 10일 경기도 성남시 국가사이버안보협력센터에서 선관위 사이버 보안점검 결과에 대해 브리핑하고 있다. 연합뉴스국내 선거 관리 업무를 총괄하는 중앙선거관리위원회가 해킹에 무방비로 노출된 것으로 확인됐다. 북한 등이 통상적인 해킹 수법을 통해 국내 선거관리위원회 내부망에 접근할 수 있으며 사전투표와 개표 결과를 포함한 선거 관련 시스템 조작도 가능한 것으로 드러나 파장이 일고 있다.10일 국가정보원은 선관위, 한국인터넷진흥원(KISA)과 함께 지난 7월 17일부터 지난달 22일까지 벌인 합동 보안점검 결과 선관위의 사이버 보안 관리가 부실한 점이 확인됐다고 밝혔다. 국정원은 가상의 해커가 선관위 전산망 침투를 시도하는 방식으로 취약점을 점검했다.우선 이번 점검에서 유권자 등록 현황과 투표 여부 등을 관리하는 선관위의 ‘통합 선거인 명부 시스템’의 경우 해커가 인터넷을 통해 침투할 수 있었고, 해킹 역시 가능한 것으로 확인됐다. 또 사전투표 용지에 날인되는 청인(선관위 도장), 사인(투표관리관의 도장) 파일을 선관위 내부 시스템에 침투해 훔칠 수 있었다. 이어 테스트용 사전투표 용지 출력 프로그램을 이용해 실제 사전투표 용지와 QR코드가 같은 투표지를 무단으로 인쇄할 수 있었다.특히 투표 조작을 넘어 개표 결과까지 임의로 바꿀수 있다는 점도 이번 점검에서 드러났다. 개표 결과가 저장되는 ‘개표 시스템’은 안전한 내부망에 설치·운영하고 접속 비밀번호를 철저하게 관리해야 한다. 하지만 보안 관리가 미흡해 해커가 개표 결과 값을 변경할 수 있음이 이번에 드러난 것이다. 특히 투표지 분류기에도 비인가 USB를 무단 연결해 해킹 프로그램을 설치할 수 있었으며 이를 통해 투표 분류 결과를 바꿀 수 있었다.
",1,n.news.naver.com,naver
[보궐선거] 강서구청장 오전 9시 투표율 4.8%…직전 지선보다 낮아,https://www.news1.kr/articles/5195060,https://n.news.naver.com/mnews/article/421/0007101343?sid=102,서울 강서구청장 보궐선거일인 11일 오전 9시 기준 투표율은 4.8%로 집계됐다. 중앙선거관리위원회에 따르면 이날 오전 9시 기준 강서구 전체 유권자 50만603명 중 2만4101명(4.8%)이 투표를 마쳤다. 현재 투표율 4.8... ,"Wed, 11 Oct 2023 09:12:00 +0900","




서울 강서구청장 보궐선거 투표가 시작된 11일 오전 서울 강서구 등촌3동 주민센터에 마련된 등촌3동 제6투표소에서 유권자들이 투표를 하기 위해 줄지어 대기하고 있다. 2023.10.11/뉴스1 ⓒ News1 김성진 기자(서울=뉴스1) 정연주 기자 = 서울 강서구청장 보궐선거일인 11일 오전 9시 기준 투표율은 4.8%로 집계됐다.중앙선거관리위원회에 따르면 이날 오전 9시 기준 강서구 전체 유권자 50만603명 중 2만4101명(4.8%)이 투표를 마쳤다.현재 투표율 4.8%는 직전 지방선거(2022년 6월1일)의 동 시간 서울시 전체 투표율 5.6%, 강서구 투표율 5.2%보다 각각 0.8%포인트(p), 0.4%p 낮다.2021년 4월7일 서울시장 보궐선거 때의 동 시간 서울시 전체 투표율인 6.6%보다 1.8%p 낮고, 강서구 투표율 6.3%보다는 1.5%p 낮다.현재 투표율은 지난 6~7일 사전투표가 합산되지 않은 수치다. 사전투표율은 역대 지방선거·재보궐선거 통틀어 역대 최고치인 22.64%를 기록했다.이번 보궐선거는 서울 강서구 1곳에서 진행된다. 사전투표를 하지 않은 유권자는 보궐선거 당일인 이날 오전 6시부터 오후 8시까지 지정된 투표소에서 투표할 수 있다.
		",1,n.news.naver.com,naver
강서구청장 보궐선거 사전투표함 보관장소 CCTV 실시간 공개,https://www.news1.kr/photos/view/?6261222,https://n.news.naver.com/mnews/article/421/0007103226?sid=102,11일 서울 종로구 서울시선거관리위원회 현관 모니터에 강서구청장 보궐선거 사전투표함과 우편투표함 보관장소가 CCTV로 송출되고 있다. 중앙선관위는 강서구청장 선거의 사전투표와 우편투표 과정에서의... ,"Wed, 11 Oct 2023 16:23:00 +0900","




(서울=뉴스1) 구윤성 기자 = 11일 서울 종로구 서울시선거관리위원회 현관 모니터에 강서구청장 보궐선거 사전투표함과 우편투표함 보관장소가 CCTV로 송출되고 있다. 중앙선관위는 강서구청장 선거의 사전투표와 우편투표 과정에서의 투명성을 강화하기 위해 지난 1일부터 사전투표함과 우편투표함 보관장소인 서울시선관위 1층 출입문 현관에 CCTV를 설치해 24시간 열람할 수 있도록 했다. 2023.10.11/뉴스1
		",1,n.news.naver.com,naver
"서울 강서구 보궐선거 개표 76.97%…진교훈 58.62%, 김태우 37.38%",https://news.kbs.co.kr/news/pc/view/view.do?ncd=7790998&ref=A,https://n.news.naver.com/mnews/article/056/0011580232?sid=100,"서울 강서구청장 보궐선거 개표가 76.97% 진행된 가운데, 더불어민주당 진교훈 후보가 득표율 1위를 기록하고 있습니다. 중앙선거관리위원회에 따르면, 오늘(12일) 새벽 0시 10분쯤 진 후보의 득표율은 58.62%(109... ","Thu, 12 Oct 2023 00:21:00 +0900","




서울 강서구청장 보궐선거 개표가 76.97% 진행된 가운데, 더불어민주당 진교훈 후보가 득표율 1위를 기록하고 있습니다. 중앙선거관리위원회에 따르면, 오늘(12일) 새벽 0시 10분쯤 진 후보의 득표율은 58.62%(109,437표), 국민의힘 김태우 후보는 37.38%(69,794표)입니다. 진 후보가 김 후보를 21.24%p 차이로 앞서고 있습니다. 정의당 권수정 후보는 득표율 1.79%(3,355표), 진보당 권혜인 후보는 득표율 1.40%(2,615표)를 기록하고 있습니다. 이번 선거에는 서울 강서구 전체 유권자 500,603명 가운데 243,665명이 투표해 최종 투표율은 48.7%로 잠정 집계됐습니다. 이번 선거는 김 후보가 문재인 정부 시절 청와대 특별감찰반원으로 특감반의 감찰 무마 의혹을 폭로했다가 지난 5월 대법원 유죄 확정판결을 받아 구청장직을 상실하면서 치러지게 됐습니다.[사진 출처 : 연합뉴스]■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!
",1,n.news.naver.com,naver
강서구청장 보궐선거 사전투표함 보관장소 CCTV 실시간 공개,https://www.news1.kr/photos/view/?6261216,https://n.news.naver.com/mnews/article/421/0007103220?sid=102,11일 서울 종로구 서울시선거관리위원회 현관 모니터에 강서구청장 보궐선거 사전투표함과 우편투표함 보관장소가 CCTV로 송출되고 있다. 중앙선관위는 강서구청장 선거의 사전투표와 우편투표 과정에서의... ,"Wed, 11 Oct 2023 16:21:00 +0900","




(서울=뉴스1) 구윤성 기자 = 11일 서울 종로구 서울시선거관리위원회 현관 모니터에 강서구청장 보궐선거 사전투표함과 우편투표함 보관장소가 CCTV로 송출되고 있다. 중앙선관위는 강서구청장 선거의 사전투표와 우편투표 과정에서의 투명성을 강화하기 위해 지난 1일부터 사전투표함과 우편투표함 보관장소인 서울시선관위 1층 출입문 현관에 CCTV를 설치해 24시간 열람할 수 있도록 했다. 2023.10.11/뉴스1
		",1,n.news.naver.com,naver
내년 총선 다수당…국민의힘 38.2% 민주당 53.9%,http://www.newsis.com/view/?id=NISX20231010_0002477630&cID=10301&pID=10300,https://n.news.naver.com/mnews/article/003/0012138524?sid=100,"임의 전화걸기(RDD) 방식 100%로 진행했고, 응답률은 2.3%를 기록했다. 표본오차는 95% 신뢰수준에 ±3.1%포인트다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지 및 에이스리서치 홈페이지를 참조하면 된다．","Wed, 11 Oct 2023 06:31:00 +0900","
정당지지도 대비 민주 40.4%→53.9% 국힘 39.0%→38.2%중도층에서 민주 56.5%, 국힘 34.1% 다수당 민주 예측해



[서울=뉴시스] 이종희 기자 = 내년 4월 총선에서 더불어민주당이 다수당을 차지할 것이라는 응답이 과반 이상으로 나타났다. 11일 뉴시스가 여론조사 전문기관 에이스리서치와 국민리서치그룹에 의뢰해 지난 8~9일 이틀간 실시한 내년 총선 전망 여론조사 결과 더불어민주당이 다수당을 차지할 것이란 응답은 53.9%를 기록했다. 국민의힘은 38.2%를 기록했으며, 기타정당 1.6%, 진보당 1.1%, 정의당 0.2% 순이다. '잘 모르겠다'고 답한 비율은 5.1%로 나왔다. 현재 정당지지도와 비교하면 더불어민주당은 40.4%보다 13.5%포인트 높은 53.9%를 기록한 반면, 국민의힘은 39.0%보다 0.8%포인트 낮은 38.2%를 보였다. 이념적 성향별로는 진보에서는 민주당이, 보수에서는 국민의힘이 압도적인 우세를 나타냈다. 다만, 중도층에서 민주당 56.5%, 국민의힘 34.1%로 22.4%포인트 차이를 나타냈다. 지역별로 살펴보면 민주당이 내년 총선에서 다수당을 차지할 것이란 응답은 ▲광주·전라·제주(64.8%) ▲인천·경기(57.9%)▲서울(55.1%) ▲대전·충청·세종·강원(54.4%) 등에서 오차범위 밖에서 앞섰다. 반면 국민의힘이 다수당을 차지할 것이란 전망은 대구·경북(51.8%)과 부산·울산·경남(45.6%) 두 곳만 높게 나타났다. 성별로는 여성, 남성 모두 민주당 지지가 높게 나타났다.연령별로 살펴보면 ▲20대 ▲30대 ▲40대 ▲50대에서 민주당 지지가 높게 나타났다.특히 40대는 민주당(69.1%)이 국민의힘(27.0%)보다 42.1%포인트나 차이나 눈길을 끌었다. 반면 60대 이상 고령층에서는 국민의힘(49.1%)이 민주당(43.2%)보다 높게 나타났다.이번 여론조사는 전국에 거주하는 만 18세 이상 남녀 1003명을 대상으로 진행했으며, 구조화된 설문지를 이용한 자동응답(ARS) 조사를 실시했다. 조사자는 무선 무작위 생성 표집틀을 통한 임의 전화걸기(RDD) 방식 100%로 진행했고, 응답률은 2.3%를 기록했다.표본오차는 95% 신뢰수준에 ±3.1%포인트다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지 및 에이스리서치 홈페이지를 참조하면 된다．
",1,n.news.naver.com,naver
"서울 강서구 보궐선거 개표 71.14%…진교훈 59.43%, 김태우 36.61%",https://news.kbs.co.kr/news/pc/view/view.do?ncd=7790985&ref=A,https://n.news.naver.com/mnews/article/056/0011580230?sid=100,"서울 강서구청장 보궐선거 개표가 71.14% 진행된 가운데, 더불어민주당 진교훈 후보가 득표율 1위를 기록하고 있습니다. 중앙선거관리위원회에 따르면, 오늘밤(11일) 11시 반쯤 진 후보의 득표율은 59.43%(102,562표)... ","Wed, 11 Oct 2023 23:46:00 +0900","




서울 강서구청장 보궐선거 개표가 71.14% 진행된 가운데, 더불어민주당 진교훈 후보가 득표율 1위를 기록하고 있습니다. 중앙선거관리위원회에 따르면, 오늘밤(11일) 11시 반쯤 진 후보의 득표율은 59.43%(102,562표), 국민의힘 김태우 후보는 36.61%(63,179표)입니다. 진 후보가 김 후보를 22.82%p 차이로 앞서고 있습니다. 이번 선거에는 서울 강서구 전체 유권자 500,603명 가운데 243,665명이 투표해 최종 투표율은 48.7%로 잠정 집계됐습니다. 이번 선거는 김 후보가 문재인 정부 시절 청와대 특별감찰반원으로 특감반의 감찰 무마 의혹을 폭로했다가 지난 5월 대법원 유죄 확정판결을 받아 구청장직을 상실하면서 치러지게 됐습니다.[사진 출처 : 연합뉴스]■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!
",1,n.news.naver.com,naver
